4.290459441148390951e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.330733340286331057e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.330733340286331057e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.248495242049359355e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.369447852467021498e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.356708826689591696e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.304065093204170189e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.343805421853684123e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.248495242049359355e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
4.248495242049359355e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.610917912644224348e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.433987204485146272e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.555348061489413514e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.610917912644224348e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.401197381662155461e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.433987204485146272e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.526360524616161563e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.583518938456109915e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.465735902799726542e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.663561646129646299e+00 1.000000000000000021e-02 -5.521460917862246021e+00 5.999999999999999778e-01
