3.912023005428145961e+00 1.221993171089739462e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 2.607574411440534423e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 2.680403365865741822e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 4.129137223727395029e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 4.435779609847460836e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 5.295954389218435199e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 6.186960488059262131e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 6.676312724715047220e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 7.191537343681483896e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 7.819300176029671257e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 8.449162321396452846e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 9.843703454093705174e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.028341448605384484e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.073725723613370153e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.219572650488548737e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.232671804093959100e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.320370870329157786e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.382239572220733126e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.489194580361632436e-01 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 1.557983781018954517e-01 -5.521460917862246021e+00 5.999999999999999778e-01
