19.7077 19.7105 19.7082 19.7168 19.7245 19.7241 19.7263 19.7247 19.7241 19.7212 19.7198 19.7192 19.7169 19.7108 -0.2008 -0.1072 0.0251 0.1513 0.2589 0.2554 0.3634 0.3953 0.3912 0.3015 0.2340 0.0527 0.0034 -0.1296
19.7177 19.7205 19.7182 19.7268 19.7341 19.7336 19.7355 19.7338 19.7333 19.7302 19.7288 19.7282 19.7258 19.7195 -0.2009 -0.1077 0.0343 0.1557 0.2678 0.2648 0.3722 0.4065 0.4033 0.3069 0.2394 0.0552 0.0059 -0.1285
19.7376 19.7407 19.7383 19.7467 19.7533 19.7527 19.7540 19.7523 19.7517 19.7482 19.7467 19.7460 19.7434 19.7369 -0.2011 -0.1088 0.0412 0.1725 0.2904 0.2849 0.3904 0.4283 0.4267 0.3177 0.2494 0.0593 0.0102 -0.1265
19.7677 19.7712 19.7686 19.7767 19.7822 19.7811 19.7818 19.7798 19.7792 19.7753 19.7735 19.7728 19.7702 19.7633 -0.2016 -0.1106 0.0469 0.1880 0.3134 0.3181 0.4188 0.4614 0.4603 0.3332 0.2628 0.0648 0.0157 -0.1241
19.8085 19.8124 19.8096 19.8173 19.8208 19.8196 19.8193 19.8171 19.8165 19.8119 19.8099 19.8091 19.8063 19.7991 -0.2022 -0.1133 0.0551 0.2070 0.3452 0.3671 0.4587 0.5069 0.5020 0.3542 0.2790 0.0707 0.0216 -0.1222
19.8602 19.8645 19.8617 19.8686 19.8701 19.8684 19.8670 19.8646 19.8639 19.8585 19.8561 19.8552 19.8523 19.8448 -0.2031 -0.1173 0.0660 0.2391 0.3957 0.4345 0.5107 0.5625 0.5548 0.3794 0.2962 0.0760 0.0270 -0.1215
19.9241 19.9290 19.9254 19.9318 19.9302 19.9282 19.9255 19.9227 19.9220 19.9156 19.9128 19.9117 19.9086 19.9007 -0.2043 -0.1227 0.0773 0.2840 0.4657 0.5212 0.5741 0.6279 0.6189 0.4078 0.3134 0.0791 0.0305 -0.1231
20.0001 20.0055 20.0014 20.0067 20.0017 19.9990 19.9949 19.9917 19.9909 19.9834 19.9800 19.9787 19.9755 19.9672 -0.2059 -0.1302 0.0873 0.3333 0.5445 0.6242 0.6452 0.6983 0.6873 0.4339 0.3290 0.0777 0.0304 -0.1284
20.0891 20.0950 20.0895 20.0941 20.0843 20.0808 20.0751 20.0714 20.0706 20.0618 20.0577 20.0561 20.0528 20.0441 -0.2079 -0.1405 0.0926 0.3844 0.6295 0.7339 0.7145 0.7635 0.7505 0.4516 0.3369 0.0685 0.0233 -0.1398
20.1901 20.1966 20.1891 20.1930 20.1772 20.1727 20.1652 20.1610 20.1600 20.1497 20.1447 20.1429 20.1393 20.1303 -0.2103 -0.1546 0.0871 0.4220 0.6987 0.8299 0.7646 0.8087 0.7932 0.4504 0.3269 0.0457 0.0040 -0.1610
20.3019 20.3088 20.2988 20.3022 20.2790 20.2732 20.2636 20.2586 20.2576 20.2456 20.2395 20.2372 20.2335 20.2242 -0.2131 -0.1742 0.0654 0.4277 0.7231 0.8804 0.7687 0.8086 0.7911 0.4141 0.2855 0.0014 -0.0350 -0.1977
20.4229 20.4301 20.4178 20.4198 20.3884 20.3810 20.3690 20.3632 20.3620 20.3480 20.3407 20.3377 20.3337 20.3242 -0.2163 -0.2013 0.0163 0.3813 0.6750 0.8455 0.6938 0.7295 0.7127 0.3226 0.1976 -0.0741 -0.1024 -0.2560
20.5535 20.5608 20.5463 20.5463 20.5054 20.4960 20.4814 20.4745 20.4731 20.4567 20.4479 20.4441 20.4396 20.4298 -0.2199 -0.2375 -0.0664 0.2610 0.5165 0.6853 0.5072 0.5396 0.5244 0.1540 0.0482 -0.1906 -0.2068 -0.3424
20.6960 20.7032 20.6866 20.6839 20.6315 20.6197 20.6019 20.5938 20.5920 20.5728 20.5624 20.5574 20.5522 20.5422 -0.2239 -0.2844 -0.1898 0.0522 0.2250 0.3665 0.1814 0.2101 0.2028 -0.1066 -0.1766 -0.3561 -0.3553 -0.4618
20.8537 20.8603 20.8420 20.8356 20.7690 20.7541 20.7326 20.7229 20.7209 20.6984 20.6859 20.6795 20.6737 20.6636 -0.2282 -0.3431 -0.3560 -0.2569 -0.2197 -0.1329 -0.3011 -0.2749 -0.2710 -0.4690 -0.4852 -0.5753 -0.5524 -0.6172
21.0285 21.0342 21.0150 21.0034 20.9195 20.9008 20.8750 20.8635 20.8611 20.8349 20.8200 20.8120 20.8057 20.7955 -0.2329 -0.4132 -0.5659 -0.6660 -0.8222 -0.8174 -0.9434 -0.9182 -0.8990 -0.9324 -0.8790 -0.8487 -0.7981 -0.8086
21.2196 21.2240 21.2045 21.1865 21.0822 21.0591 21.0285 21.0150 21.0122 20.9819 20.9643 20.9545 20.9477 20.9378 -0.2379 -0.4928 -0.8145 -1.1627 -1.5626 -1.6655 -1.7252 -1.7007 -1.6639 -1.4821 -1.3464 -1.1683 -1.0859 -1.0308
21.4197 21.4223 21.4038 21.3781 21.2514 21.2241 21.1884 21.1726 21.1695 21.1348 21.1145 21.1027 21.0953 21.0857 -0.2430 -0.5776 -1.0854 -1.7134 -2.3913 -2.6196 -2.5953 -2.5723 -2.5178 -2.0853 -1.8585 -1.5150 -1.3985 -1.2711
21.6151 21.6157 21.5994 21.5650 21.4163 21.3844 21.3437 21.3259 21.3224 21.2836 21.2605 21.2468 21.2391 21.2301 -0.2480 -0.6603 -1.3534 -2.2686 -3.2289 -3.5851 -3.4693 -3.4510 -3.3774 -2.6861 -2.3679 -1.8589 -1.7098 -1.5095
