3.912023005428145961e+00 9.344108163256242827e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 9.694424341775109699e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 9.277568656312551454e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 8.582327165430236882e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 7.402477638925439307e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 8.239966146718298579e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 8.154930992419621993e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 5.728141873379755805e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 6.405297232635834281e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 5.282875095696470263e-02 -5.521460917862246021e+00 5.999999999999999778e-01
3.912023005428145961e+00 5.407820139315955288e-02 -5.521460917862246021e+00 5.999999999999999778e-01
