25.3928 25.3243 25.2476 25.1487 25.0475 24.9995 24.9488 24.9196 24.9124 24.8567 24.8450 24.8259 24.7816 24.7649 24.7484 24.7355 24.7182 24.7022 24.6924 24.6803 24.6431 -5.0551 -6.3388 -7.4175 -8.0828 -8.5239 -8.7199 -8.9894 -9.2524 -9.3320 -10.1380 -10.4175 -10.8588 -11.4606 -12.0563 -12.6446 -13.1203 -13.6293 -14.2845 -14.7866 -15.9948 -19.1271
26.4618 26.3740 26.2373 26.1423 26.0381 26.0079 25.9668 25.9293 25.9223 25.9149 25.9051 25.8905 25.8679 25.8259 25.8320 25.8192 25.8341 25.7992 25.8166 25.8112 25.7608 -4.8715 -6.2777 -7.5012 -8.1676 -8.4187 -8.4118 -8.5803 -8.7058 -8.7406 -9.1159 -9.2937 -9.5966 -9.9736 -10.3242 -10.8809 -11.2114 -11.5892 -11.9306 -12.4848 -13.6064 -15.9085
25.2500 25.1829 25.0878 24.9804 24.8653 24.8137 24.7368 24.7058 24.6989 24.6417 24.6304 24.6374 24.6180 24.6003 24.5891 24.5780 24.5664 24.5567 24.5464 24.5245 24.4867 -4.9830 -6.3364 -7.5249 -8.1272 -8.2207 -8.2185 -8.0849 -8.1394 -8.1581 -8.4804 -8.5966 -8.9079 -9.2508 -9.5672 -9.8735 -10.0816 -10.3842 -10.7794 -11.0628 -11.8923 -13.7454
25.6796 25.5789 25.4775 25.4537 25.3156 25.2478 25.1934 25.1556 25.1496 25.0863 25.0785 25.0556 25.0361 25.0224 25.0076 25.0051 24.9927 24.9883 24.9769 24.9576 24.9480 -5.0217 -6.1859 -7.2726 -8.0746 -8.0908 -8.0048 -7.9616 -7.9689 -7.9883 -8.1695 -8.2530 -8.4299 -8.6837 -8.9502 -9.2230 -9.4538 -9.6911 -9.9826 -10.2060 -10.8586 -12.6703
25.4779 25.4077 25.2106 25.1178 25.2291 25.0586 25.0238 24.9755 24.9675 24.9185 24.9104 24.8887 24.8856 24.8710 24.8503 24.8466 24.8293 24.8255 24.8849 24.8677 24.8588 -4.7305 -5.9290 -6.5882 -7.0549 -7.7323 -7.3181 -7.2311 -7.1624 -7.1626 -7.2953 -7.3394 -7.4759 -7.7047 -7.9087 -8.1354 -8.2854 -8.5054 -8.7395 -9.2903 -9.8470 -11.2089
25.4925 25.4224 25.3503 25.1491 25.1243 25.0592 25.0113 24.9830 24.9751 24.9255 24.9307 24.9034 24.8867 24.8720 24.8944 24.8949 24.8833 24.8705 24.8622 24.8459 24.7673 -4.5103 -5.6821 -6.6828 -6.5873 -6.8467 -6.7569 -6.6813 -6.6649 -6.6544 -6.7395 -6.8173 -6.9109 -7.0744 -7.2409 -7.9379 -7.7238 -7.8849 -8.0701 -8.2241 -8.7103 -9.6167
24.2984 24.2398 24.1379 23.9834 24.0002 23.9697 23.9271 23.8994 23.8931 23.8444 23.8354 23.8211 23.8040 23.7894 23.7761 23.7680 23.7603 23.7483 23.7407 23.7382 23.7032 -4.8178 -6.0969 -7.1603 -7.3653 -7.7323 -7.6022 -7.4916 -7.4311 -7.4253 -7.4571 -7.5159 -7.5981 -7.7385 -7.8953 -8.0700 -8.2314 -8.3957 -8.5671 -8.7269 -9.2064 -10.2496
24.4315 24.3885 24.3117 24.2641 24.0989 24.0525 24.0927 24.0611 24.0419 23.9983 23.9890 23.9728 23.9594 23.9509 23.9377 23.9501 23.9418 23.9063 23.8992 23.9068 23.7950 -4.2320 -5.2203 -6.2593 -6.9990 -6.7368 -6.6175 -7.0113 -6.9743 -6.9403 -6.9841 -7.0085 -7.1093 -7.2481 -7.3844 -7.5506 -7.6893 -7.8490 -8.0115 -8.1531 -8.5821 -8.8641
24.9302 24.8821 24.8058 24.6394 24.5794 24.5206 24.4710 24.4396 24.4331 24.3847 24.3745 24.3706 24.3536 24.3407 24.3350 24.3305 24.3203 24.2929 24.2823 24.2654 24.2003 -4.3002 -5.5335 -6.6686 -6.4902 -6.9822 -6.7646 -6.5834 -6.5239 -6.5138 -6.5285 -6.5334 -6.6357 -6.7575 -6.8772 -7.2347 -7.4332 -7.5514 -7.5120 -7.5924 -7.9830 -8.6542
23.4969 23.4712 23.3875 23.2959 23.1901 23.1424 23.1022 23.0792 23.0738 23.0237 23.0166 23.0014 22.9751 22.9569 22.9480 22.9425 22.9245 22.9155 22.9103 22.8837 22.9184 -4.5396 -6.0044 -7.3303 -8.0421 -8.2164 -8.1318 -8.0176 -7.9766 -7.9653 -7.9841 -7.9984 -8.0954 -8.1998 -8.3219 -8.4866 -8.6126 -8.7226 -8.9205 -9.0764 -9.5073 -10.4278
23.1594 23.1188 23.0890 23.0006 22.8967 22.8504 22.8140 22.7963 22.7799 22.8310 22.8195 22.8165 22.8004 22.7486 22.7461 22.7640 22.7611 22.7675 22.7626 22.7356 22.7324 -3.8637 -5.2628 -6.6737 -7.5006 -7.6387 -7.5628 -6.9742 -6.9530 -6.8535 -6.7821 -6.8163 -6.8930 -7.0066 -7.2483 -7.4551 -7.7466 -7.9177 -8.0705 -8.2313 -8.5615 -9.0132
22.9500 22.9352 22.9732 22.8208 22.7131 22.6619 22.6728 22.6407 22.6359 22.6199 22.6068 22.5961 22.5776 22.5656 22.5559 22.5473 22.5360 22.5483 22.5652 22.5291 22.6596 -3.0928 -4.4508 -5.9709 -6.5805 -6.6903 -6.6736 -6.6066 -6.5073 -6.5319 -6.4084 -6.4254 -6.4771 -6.5664 -6.6585 -6.7721 -6.8664 -6.9845 -7.2216 -7.5029 -7.5521 -8.1346
23.0898 23.0638 23.0144 22.9265 22.8999 22.8307 22.7929 22.7830 22.7784 22.7453 22.7494 22.7320 22.7110 22.6606 22.6908 22.6667 22.6833 22.6541 22.7600 22.7495 22.7662 -2.6673 -3.9356 -5.5815 -6.7167 -6.9547 -6.9794 -6.9293 -6.8899 -6.8852 -6.8974 -6.9274 -6.9722 -7.0557 -6.8339 -7.0291 -7.1209 -7.0969 -7.4755 -6.7791 -7.0498 -8.2842
22.6980 22.6821 22.6465 22.5934 22.5315 22.4971 22.4550 22.4608 22.4557 22.4271 22.4207 22.4170 22.3847 22.3683 22.4205 22.4082 22.3883 22.3744 22.3610 22.3376 22.3133 -2.0127 -3.0469 -4.4605 -5.6323 -6.2626 -6.3544 -6.3986 -6.4370 -6.4387 -6.4024 -6.4096 -6.4382 -6.5940 -6.7224 -6.4446 -6.5448 -6.7410 -6.9087 -7.0563 -7.4389 -8.2358
22.6772 22.7120 22.6780 22.6192 22.5679 22.5158 22.4802 22.4539 22.4518 22.5838 22.6101 22.7222 22.7062 22.6948 22.6836 22.6486 22.6364 22.6154 22.5931 22.5753 22.5714 -1.9262 -2.9106 -4.3333 -5.5664 -6.2234 -6.3364 -6.3755 -6.3811 -6.4073 -6.4159 -6.5138 -6.5499 -6.6447 -6.7457 -6.8626 -6.8777 -6.9840 -7.0924 -7.1824 -7.4946 -8.3038
22.8725 22.8561 22.8292 22.8067 22.7459 22.7053 22.7037 22.6599 22.6546 22.6390 22.6277 22.6140 22.5972 22.5691 22.8065 22.7950 22.7874 22.7773 22.7604 22.7427 22.6991 -1.9211 -2.8961 -4.2926 -5.3895 -6.0915 -6.2306 -6.2905 -6.2477 -6.2519 -6.3759 -6.4279 -6.4702 -6.5646 -6.6246 -6.7769 -6.8590 -6.9891 -7.1382 -7.2025 -7.5507 -8.2563
22.6787 22.6674 22.7592 22.6903 22.6186 22.5078 22.4742 22.4559 22.4913 22.8082 22.7927 22.7822 22.7615 22.7475 22.7370 22.7272 22.7130 22.7022 22.6951 22.6826 22.6962 -1.6796 -2.4665 -3.7584 -5.0155 -5.8336 -6.0289 -6.0959 -6.1270 -6.1518 -5.9535 -6.0032 -6.0697 -6.1709 -6.2814 -6.3924 -6.4887 -6.6152 -6.8310 -6.9614 -7.2753 -7.9416
